"event_id","event","place","federation","startdate","enddate","type"
687,"4th London Classic Open",London,ENG,"2012.12.01","2012.12.03",
688,"5th Kolkata Open",Kolkata,IND,"2012.12.03","2012.12.03",
689,"62nd ch-GRE 2012",Athens,GRE,"2012.11.27","2012.12.02",
690,"62nd ch-HUN 2012",Heviz,HUN,"2012.11.27","2012.11.30",
691,"6th Festival Week-end Dicembrino",Vimercate,ITA,"2012.11.23","2012.11.25",
692,"8th Chervonograd IM",Chervonograd,UKR,"2012.11.14","2012.11.19",
693,"9th Vasylyshyn Mem GM",Lviv,UKR,"2012.11.26","2012.11.28",
694,"9th Vasylyshyn Mem IM",Lviv,UKR,"2012.11.26","2012.11.28",
695,?,?,,????.??.??,????.??.??,
696,CCSCSL GM Inv,Saint Louis,USA,"2012.11.26","2012.11.30",
697,CCSCSL IM Inv,Saint Louis,USA,"2012.11.26","2012.11.30",
698,Cultural Village 2012,Wijk aan Zee,NED,"2012.11.27","2012.11.28",
699,FIDE GP Tashkent,Tashkent,UZB,"2012.11.27","2012.12.03",
700,FIDE WCh Women World Cup,Khanty-Mansiysk,RUS,"2012.11.25","2012.12.01",
701,Malta Open 2012,Bugibba,MLT,"2012.11.24","2012.11.24",
702,Remco Heite Inv Blitz Playoff,Wolvega,NED,"2012.11.18","2012.11.18",
703,TCh-BEL 2012-13,Belgium,BEL,"2012.12.02","2012.12.02",
704,TCh-CZE Extraliga 2012-13,Czech Republic,CZE,"2012.12.01","2012.12.02",
705,TCh-DEN XtraCon 2012-13,Denmark,DEN,"2012.10.27","2012.10.28",
706,US Chess League KO Final 2012,ICC,INT,"2012.12.01","2012.12.01",
707,WY BU14 2012,Maribor,SLO,"2012.11.08","2012.11.18",
708,WY BU16 2012,Maribor,SLO,"2012.11.08","2012.11.18",
709,WY BU18 2012,Maribor,SLO,"2012.11.08","2012.11.18",
710,WY GU16 2012,Maribor,SLO,"2012.11.08","2012.11.18",
711,WY GU18 2012,Maribor,SLO,"2012.11.08","2012.11.18",
712,XXVI Belgrade Trophy 2012,Belgrade,SRB,"2012.11.26","2012.12.02",
713,XXVIII Voivoda Cup,Legnica,POL,"2012.11.27","2012.11.28",
714,ch-Commonwealth 2012,Chennai,IND,"2012.11.27","2012.12.01",
715,"11th Annual Turkey Bowl",Sunrise,USA,"2012.11.17","2012.11.18",
716,"15th Mukachevo Rating 2012",Mukachevo,UKR,"2012.11.08","2012.11.13",
717,"22nd TCh-SLO 2012",Slovenia,SLO,"2012.11.23","2012.12.09",
718,"33rd Crespi Memorial",Milan,ITA,"2012.12.01","2012.12.08",
719,"35th ch-GRE w 2012",Athens,GRE,"2012.11.26","2012.11.26",
720,"4th London Chess Classic",London,ENG,"2012.12.04","2012.12.10",
721,"4th London Classic Open",London,ENG,"2012.12.01","2012.12.09",
722,"4th OCF Thanksgiving",Stillwater,USA,"2012.11.23","2012.11.25",
723,"5th Kolkata Open",Kolkata,IND,"2012.12.03","2012.12.10",
724,"60th ch-HUN w 2012",Kisvarda,HUN,"2012.12.04","2012.12.10",
725,Bundesliga 2012-13,Baden Baden,GER,"2012.12.08","2012.12.09",
726,Czech Coal Match,Podebrady,CZE,"2012.12.08","2012.12.10",
727,FIDE GP Tashkent,Tashkent,UZB,"2012.12.04","2012.12.04",
728,FSFMA December 2012,Budapest,HUN,"2012.12.01","2012.12.08",
729,FSFMB December 2012,Budapest,HUN,"2012.12.01","2012.12.08",
730,FSGM December 2012,Budapest,HUN,"2012.12.01","2012.12.08",
731,FSIM December 2012,Budapest,HUN,"2012.12.01","2012.12.08",
732,London Classic Women Inv,London,ENG,"2012.12.01","2012.12.08",
733,Pavlodar Open 2012,Pavlodar,KAZ,"2012.11.30","2012.12.05",
734,Polonia Wroclaw Cup GM,Wroclaw,POL,"2012.12.08","2012.12.10",
735,Portuguese Supercup 2012,Mortagua,POR,"2012.12.08","2012.12.08",
736,Russia Cup Final 2012,Khanty-Mansiisk,RUS,"2012.12.04","2012.12.10",
737,Russia Cup Final Women 2012,Khanty-Mansiisk,RUS,"2012.12.04","2012.12.09",
738,TCh-CZE Div1 Vychod 2012-13,Czech Republic,CZE,"2012.11.10","2012.11.27",
739,TCh-CZE Div1 Zapad 2012-13,Czech Republic,CZE,"2012.10.28","2012.12.09",
740,TCh-DEN XtraCon 2012-13,Denmark,DEN,"2012.12.02","2012.12.02",
741,TCh-HUN 2012-13,Paks,HUN,"2012.12.02","2012.12.02",
742,Vietnam National Masters Men 2012,Ho Chi Minh City,VIE,"2012.11.29","2012.12.05",
743,Vietnam National Masters Women 2012,Ho Chi Minh City,VIE,"2012.11.29","2012.12.05",
744,Washington International 2012,Rockville,USA,"2012.07.28","2012.08.01",
745,XVIII Navalmoral Open,Navalmoral de la Mata,ESP,"2012.12.05","2012.12.09",
746,XXVI Belgrade Trophy 2012,Belgrade,SRB,"2012.12.02","2012.12.02",
747,"15th Padova Open 2012",Padova,ITA,"2012.12.16","2012.12.17",
748,"19th Zadar Open A",Zadar,CRO,"2012.12.16","2012.12.17",
749,"1st Korbach GM",Korbach,GER,"2012.12.10","2012.12.16",
750,"3rd Bali Femenino Int",Benidorm,ESP,"2012.12.04","2012.12.09",
751,"4th London Classic Open",London,ENG,"2012.12.08","2012.12.09",
752,"4th Penang Heritage City Open",Penang,MAS,"2012.12.11","2012.12.15",
753,"5th Kolkata Open",Kolkata,IND,"2012.12.03","2012.12.13",
754,"60th ch-HUN w 2012",Kisvarda,HUN,"2012.12.11","2012.12.12",
755,Amplico ch-EUR Blitz,Warsaw,POL,"2012.12.14","2012.12.14",
756,Amplico ch-EUR Rapid,Warsaw,POL,"2012.12.15","2012.12.16",
757,Czech Coal Match,Podebrady,CZE,"2012.12.11","2012.12.16",
758,Doroshkevicha Mem Open 2012,Sochi,RUS,"2012.11.26","2012.12.04",
759,FSFMA December 2012,Budapest,HUN,"2012.12.06","2012.12.10",
760,FSFMB December 2012,Budapest,HUN,"2012.12.09","2012.12.11",
761,FSGM December 2012,Budapest,HUN,"2012.12.09","2012.12.10",
762,FSIM December 2012,Budapest,HUN,"2012.12.09","2012.12.10",
763,Frau Bundesliga Div1 2012-13,Germany,GER,"2012.12.01","2012.12.16",
764,III ITT JAHV McGREGOR,Bogota,COL,"2012.12.12","2012.12.16",
765,IX Regina Helena Marques Prol,Santos,BRA,"2012.12.10","2012.12.16",
766,Lleida IM Closed 2012,Lleida,ESP,"2012.12.06","2012.12.12",
767,London Classic Women Inv,London,ENG,"2012.12.08","2012.12.09",
768,Malmo Open,Malmo,SWE,"2012.12.14","2012.12.16",
769,Polonia Wroclaw Cup GM,Wroclaw,POL,"2012.12.11","2012.12.12",
770,Russia Cup Final 2012,Khanty-Mansiisk,RUS,"2012.12.11","2012.12.11",
771,SportAccord Blitz Men 2012,Beijing,CHN,"2012.12.16","2012.12.17",
772,SportAccord Blitz Women 2012,Beijing,CHN,"2012.12.16","2012.12.17",
773,SportAccord Rapid Men 2012,Beijing,CHN,"2012.12.14","2012.12.15",
774,SportAccord Rapid Women 2012,Beijing,CHN,"2012.12.14","2012.12.15",
775,Subotica IM 2012,Subotica,SRB,"2012.12.14","2012.12.16",
776,TCh-BEL 2012-13,Ghent,BEL,"2012.12.16","2012.12.16",
777,TCh-NED Meesterklasse 2012-13,Netherland,NED,"2012.12.15","2012.12.15",
778,XI Mario Covas Jr,Santos,BRA,"2012.12.10","2012.12.14",
779,XXII Elgoibar Masters,Elgoibar,ESP,"2012.12.11","2012.12.17",
780,ch-IRI 2012,Zahedan,IRI,"2012.12.07","2012.12.15",
781,"11th IM Int",Sao Jose do Rio Preto,BRA,"2012.12.17","2012.12.23",
782,"12th Porec Open",Porec,CRO,"2012.12.06","2012.12.09",
783,"15th Padova Open 2012",Padova,ITA,"2012.12.18","2012.12.23",
784,"19th Zadar Open A",Zadar,CRO,"2012.12.17","2012.12.22",
785,"19th Zadar Open B",Zadar,CRO,"2012.12.16","2012.12.22",
786,"6th Augusta Aragon Open",Zaragoza,ESP,"2012.12.22","2012.12.24",
787,AICF-AAI Cup 2012,New Delhi,IND,"2012.12.21","2012.12.24",
788,Groningen Open A,Groningen,NED,"2012.12.21","2012.12.24",
789,I Cerrado Ciutat De Manresa,Manresa,ESP,"2012.12.14","2012.12.14",
790,ITT Cerrado LAB IM 2012,Bogota,COL,"2012.12.17","2012.12.21",
791,IX Regina Helena Marques Prol,Santos,BRA,"2012.12.10","2012.12.16",
792,Ptuj Open 2012,Ptuj,SLO,"2012.12.22","2012.12.24",
793,Russian Rapid GP Final 2012,Kirov,RUS,"2012.12.23","2012.12.24",
794,SportAccord Blindfold Men 2012,Beijing,CHN,"2012.12.18","2012.12.19",
795,SportAccord Blindfold Women 2012,Beijing,CHN,"2012.12.18","2012.12.19",
796,Subotica IM 2012,Subotica,SRB,"2012.12.16","2012.12.20",
797,TCh-SVK Extraliga 2012-13,Slovakia,SVK,"2012.11.24","2012.11.25",
798,World Cities Team GpA,Al-Ain,UAE,"2012.12.22","2012.12.24",
799,World Cities Team GpB,Al-Ain,UAE,"2012.12.22","2012.12.24",
800,World Cities Team GpC,Al-Ain,UAE,"2012.12.22","2012.12.24",
801,World Cities Team GpD,Al-Ain,UAE,"2012.12.22","2012.12.24",
802,World Cities Team GpE,Al-Ain,UAE,"2012.12.22","2012.12.24",
803,World Cities Team GpF,Al-Ain,UAE,"2012.12.22","2012.12.24",
804,XI Mario Covas Jr,Santos,BRA,"2012.12.10","2012.12.14",
805,XXIV Carlos Torre Magistral 2012,Merida,MEX,"2012.12.14","2012.12.19",
806,"21st Donau Open 2012",Aschach,AUT,"2012.12.26","2012.12.31",
807,"22nd North American Open",Las Vegas,USA,"2012.12.26","2012.12.30",
808,"23rd Metropolitan GM",Los Angeles,USA,"2012.12.19","2012.12.23",
809,"29th Geneva Open",Geneva,SUI,"2012.12.26","2012.12.30",
810,"2nd Erfurter WGM",Erfurt,GER,"2012.12.26","2012.12.30",
811,"36th Zurich Christmas Open",Zuerich,SUI,"2012.12.26","2012.12.30",
812,"3rd Arco Christmas",Arco,ITA,"2012.12.26","2012.12.30",
813,"48th American Open",Anaheim,USA,"2012.11.22","2012.11.25",
814,"6th Augusta Aragon Open",Zaragoza,ESP,"2012.12.26","2012.12.30",
815,"88th Hastings Masters",Hastings,ENG,"2012.12.28","2012.12.31",
816,"9th Schachtuerken Cup",Paderborn,GER,"2012.12.27","2012.12.30",
817,AICF-AAI Cup 2012,New Delhi,IND,"2012.12.25","2012.12.30",
818,ALG-TUR Men 2012,Algiers,ALG,"2012.12.23","2012.12.31",
819,ALG-TUR Women 2012,Algiers,ALG,"2012.12.23","2012.12.31",
820,Al Ain Classic 2012,Al-Ain,UAE,"2012.12.22","2012.12.28",
821,CXU Obro New Year 2012,Copenhagen,DEN,"2012.12.27","2012.12.30",
822,Czech Christmas Open,Litomysl,CZE,"2012.12.26","2012.12.29",
823,Groningen Chess Challenge,Groningen,NED,"2012.12.26","2012.12.29",
824,Groningen Open A,Groningen,NED,"2012.12.23","2012.12.30",
825,I Cerrado Ciutat De Manresa,Manresa,ESP,"2012.12.21","2012.12.21",
826,Norberto La Porta Open A,Buenos Aires,ARG,"2012.12.15","2012.12.27",
827,Pan-Am Intercollegiate 2012,Princeton,USA,"2012.12.27","2012.12.30",
828,Piterenka Blitz 2012,Moscow,RUS,"2012.12.29","2012.12.29",
829,Piterenka Blitz Playoff 2012,Moscow,RUS,"2012.12.29","2012.12.29",
830,Piterenka Rapid 2012,Moscow,RUS,"2012.12.29","2012.12.29",
831,Ptuj Open 2012,Ptuj,SLO,"2012.12.25","2012.12.29",
832,World Cities Team KO,Al-Ain,UAE,"2012.12.25","2012.12.28",
833,XLII Rilton Cup,Stockholm,SWE,"2012.12.27","2012.12.30",
834,XXIII Krakow Open,Krakow,POL,"2012.12.27","2012.12.31",
835,ch-CAN Junior 2013,Toronto,CAN,"2012.12.26","2012.12.27",
836,ch-CZE Blitz 2012,Prague,CZE,"2012.12.15","2012.12.15",
837,ch-CZE Blitz H18 2012,Prague,CZE,"2012.12.15","2012.12.15",
838,ch-CZE Blitz w 2012,Prague,CZE,"2012.12.15","2012.12.15",
839,ch-CZE KO Blitz 2012,Prague,CZE,"2012.12.15","2012.12.15",
840,ch-CZE KO Blitz H18 2012,Prague,CZE,"2012.12.15","2012.12.15",
841,ch-CZE KO Blitz w 2012,Prague,CZE,"2012.12.15","2012.12.15",
842,"11th Parsvnath Open",New Delhi,IND,"2013.01.05","2013.01.07",
843,"120th ch-NZL",Wellington,NZL,"2012.12.31","2013.01.07",
844,"16th Bad Zwesten Open",Bad Zwesten,GER,"2013.01.02","2013.01.05",
845,"18th Bosnjaci Open",Bosnjaci,CRO,"2013.01.03","2013.01.07",
846,"19th Zadar Open A",Zadar,CRO,"2012.12.22","2012.12.22",
847,"1st Mare D'Inverno Open",Gabicce Mare,ITA,"2013.01.02","2013.01.04",
848,"1st Wittelsbach Open",Kelheim,GER,"2012.12.27","2012.12.29",
849,"25th Staufer Open",Schwaebisch Gmuend,GER,"2013.01.02","2013.01.06",
850,"28th Post Open",Duesseldorf,GER,"2012.12.26","2012.12.30",
851,"29th Geneva Open",Geneva,SUI,"2012.12.26","2012.12.30",
852,"36th Zurich Christmas Open",Zuerich,SUI,"2012.12.27","2012.12.27",
853,"88th Hastings Masters",Hastings,ENG,"2012.12.28","2013.01.06",
854,Australian Open 2013,Cammeray,AUS,"2013.01.02","2013.01.06",
855,Giri Stilwerk Vienna Simul,Vienna,AUT,"2013.01.04","2013.01.04",
856,Hilton Master Open 2013,Basel,SUI,"2013.01.01","2013.01.05",
857,ITT Cerrado LAB GM,Bogota,COL,"2012.12.17","2012.12.22",
858,VII Magistral da Hebraica,Sao Paulo,BRA,"2013.01.05","2013.01.06",
859,XLII Rilton Cup,Stockholm,SWE,"2013.01.01","2013.01.05",
860,XXIII Krakow Open,Krakow,POL,"2012.12.27","2013.01.04",
861,XXIV Roquetas Open,Roquetas de Mar,ESP,"2013.01.02","2013.01.06",
862,"11th Parsvnath Open",New Delhi,IND,"2013.01.06","2013.01.07",
863,"120th ch-NZL",Wellington,NZL,"2013.01.08","2013.01.10",
864,"16th Bad Zwesten Open",Bad Zwesten,GER,"2013.01.05","2013.01.05",
865,"16th New Year Open",Guben,GER,"2013.01.02","2013.01.05",
866,"18th Bosnjaci Open",Bosnjaci,CRO,"2013.01.06","2013.01.09",
867,"29th Travemuender Schach-Open",Travemuende,GER,"2012.12.27","2012.12.30",
868,"4NCL 2012-13",Staverton,ENG,"2013.01.12","2013.01.13",
869,"5th Marseille Open",Marseille,FRA,"2012.12.26","2012.12.30",
870,"73rd ch-ARM 2013",Yerevan,ARM,"2013.01.12","2013.01.14",
871,"75th Tata Steel GpA",Wijk aan Zee,NED,"2013.01.12","2013.01.14",
872,"75th Tata Steel GpB",Wijk aan Zee,NED,"2013.01.12","2013.01.14",
873,"75th Tata Steel GpC",Wijk aan Zee,NED,"2013.01.12","2013.01.14",
874,Australian Open 2013,Cammeray,AUS,"2013.01.07","2013.01.14",
875,Margaryan Mem 2013,Yerevan,ARM,"2013.01.08","2013.01.14",
876,Paul Keres Mem 2013,Tallinn,EST,"2013.01.12","2013.01.13",
877,Paul Keres Mem Prelim,Tallinn,EST,"2013.01.11","2013.01.12",
878,Prague Open A 2013,Prague,CZE,"2013.01.09","2013.01.14",
879,TCh-BEL 2012-13,Belgium,BEL,"2013.01.13","2013.01.13",
880,TCh-CZE Div1 Vychod 2012-13,Czech Republic,CZE,"2012.12.09","2012.12.09",
881,TCh-DEN XtraCon 2012-13,Denmark,DEN,"2013.01.12","2013.01.13",
882,TCh-NOR Eliteserien 2012-13,Haraldsheim,NOR,"2012.11.02","2012.11.02",
883,VII Magistral da Hebraica,Sao Paulo,BRA,"2013.01.07","2013.01.12",
884,XXIV Roquetas Open,Roquetas de Mar,ESP,"2013.01.06","2013.01.06",
885,"13th ch-CRO 2013",Plitvicka Jezera,CRO,"2013.01.21","2013.01.21",
886,"38th Seville Open",Seville,ESP,"2013.01.11","2013.01.19",
887,"5th Chennai Open 2013",Chennai,IND,"2013.01.16","2013.01.21",
888,"68th ch-ARM w 2013",Yerevan,ARM,"2013.01.12","2013.01.21",
889,"73rd ch-ARM 2013",Yerevan,ARM,"2013.01.15","2013.01.21",
890,"75th Tata Steel GpA",Wijk aan Zee,NED,"2013.01.15","2013.01.20",
891,"75th Tata Steel GpB",Wijk aan Zee,NED,"2013.01.15","2013.01.20",
892,"75th Tata Steel GpC",Wijk aan Zee,NED,"2013.01.15","2013.01.20",
893,Dvorkovich Mem 2013,Taganrog,RUS,"2013.01.15","2013.01.21",
894,Margaryan Mem 2013,Yerevan,ARM,"2013.01.15","2013.01.15",
895,Marianske Lazne GM 2013,Marianske Lazne,CZE,"2013.01.18","2013.01.21",
896,Marianske Lazne IM 2013,Marianske Lazne,CZE,"2013.01.18","2013.01.21",
897,PSC Cup 2013,Manila,PHI,"2013.01.14","2013.01.19",
898,Paul Keres Mem FIDE 2013,Tallin,EST,"2013.01.13","2013.01.19",
899,Paul Keres Mem IM 2013,Tallin,EST,"2013.01.13","2013.01.19",
900,Prague Open A 2013,Prague,CZE,"2013.01.09","2013.01.16",
901,TCh-AUT 2012-13,Graz,AUT,"2013.01.17","2013.01.20",
902,TCh-CZE Div1 Vychod 2012-13,Czech Republic,CZE,"2013.01.13","2013.01.13",
903,TCh-CZE Div1 Zapad 2012-13,Czech Republic,CZE,"2013.01.13","2013.01.13",
904,TCh-FIN SM 2012-13,Helsinki,FIN,"2013.01.12","2013.01.13",
905,TCh-LTU 2013,Vilnius,LTU,"2013.01.19","2013.01.20",
906,TCh-SVK Extraliga 2012-13,Slovakia,SVK,"2013.01.19","2013.01.20",
907,VII Magistral da Hebraica,Sao Paulo,BRA,"2013.01.07","2013.01.13",
908,ch-BLR 2013,Minsk,BLR,"2013.01.12","2013.01.20",
909,ch-BLR w 2013,Minsk,BLR,"2013.01.10","2013.01.18",
910,"11th Gibraltar Masters",Caleta,ENG,"2013.01.22","2013.01.28",
911,"13th ch-CRO 2013",Plitvicka Jezera,CRO,"2013.01.22","2013.01.28",
912,"15th Nord-West Cup",Bad Zwischenahn,GER,"2013.01.24","2013.01.27",
913,"18th HIT Open A 2013",Nova Gorica,SLO,"2013.01.25","2013.01.28",
914,"5th Chennai Open 2013",Chennai,IND,"2013.01.22","2013.01.23",
915,"6th Gora Sw Anny OpA",Gora Swietej Anny,POL,"2013.01.26","2013.01.26",
916,"75th Tata Steel GpA",Wijk aan Zee,NED,"2013.01.22","2013.01.27",
917,"75th Tata Steel GpB",Wijk aan Zee,NED,"2013.01.22","2013.01.27",
918,"75th Tata Steel GpC",Wijk aan Zee,NED,"2013.01.22","2013.01.27",
919,"9th Panamerican Team",Campinas,BRA,"2013.01.24","2013.01.27",
920,Asian Zone 3.3,Tagaytay City,PHI,"2013.01.22","2013.01.27",
921,Asian Zone 3.3 w,Tagaytay City,PHI,"2013.01.22","2013.01.27",
922,Century West Open,Los Angeles,USA,"2013.01.11","2013.01.13",
923,Dvorkovich Mem 2013,Taganrog,RUS,"2013.01.21","2013.01.23",
924,It,Havana,CUB,"1983.??.??","1983.??.??",
925,Kislovodsk Open 2013,Kislovodsk,RUS,"2013.01.15","2013.01.23",
926,Marianske Lazne GM 2013,Marianske Lazne,CZE,"2013.01.18","2013.01.26",
927,Marianske Lazne IM 2013,Marianske Lazne,CZE,"2013.01.18","2013.01.26",
928,Marianske Lazne Open 2013,Marianske Lazne,CZE,"2013.01.19","2013.01.26",
929,Olympiad Men,Novi Sad,SRB,"1988.11.18","1990.??.??",
930,Philadelphia op,Philadelphia,USA,"1987.??.??","1987.??.??",
931,TCh-DEN XtraCon 2012-13,Denmark,DEN,"2013.01.27","2013.01.27",
932,TCh-SVK Extraliga 2012-13,Slovakia,SVK,"2013.01.19","2013.01.20",
933,e2e4 Chester Open,Chester,ENG,"2013.01.18","2013.01.20",
934,e2e4 West Bromwich Open,West Bromwich,ENG,"2013.01.25","2013.01.27",
935,"11th Gibraltar Masters",Caleta,ENG,"2013.01.28","2013.01.31",
936,"11th Gibraltar Masters Tie-Break",Caleta,ENG,"2013.01.31","2013.01.31",
937,"13th ch-CRO 2013",Plitvicka Jezera,CRO,"2013.01.29","2013.01.31",
938,"18th HIT Open A 2013",Nova Gorica,SLO,"2013.01.29","2013.01.30",
939,"6th Gora Sw Anny OpA",Gora Swietej Anny,POL,"2013.01.27","2013.02.03",
940,"9th Panamerican Team",Campinas,BRA,"2013.01.28","2013.01.28",
941,Asian Zone 3.3,Tagaytay City,PHI,"2013.01.28","2013.01.29",
942,Asian Zone 3.3 w,Tagaytay City,PHI,"2013.01.28","2013.01.29",
943,Bundesliga 2012-13,Essen,GER,"2013.02.02","2013.02.03",
944,ITT ABC COLOR 2013,Asuncion,PAR,"2013.01.25","2013.02.02",
945,Marianske Lazne GM 2013,Marianske Lazne,CZE,"2013.01.26","2013.01.26",
946,Marianske Lazne IM 2013,Marianske Lazne,CZE,"2013.01.21","2013.01.25",
947,Moscow Open A 2013,Moscow,RUS,"2013.02.02","2013.02.04",
948,Moscow Open B 2013,Moscow,RUS,"2013.02.02","2013.02.04",
949,Moscow Open F 2013,Moscow,RUS,"2013.02.03","2013.02.04",
950,Moscow Open G 2013,Moscow,RUS,"2013.02.03","2013.02.04",
951,TCh-BEL 2012-13,Belgium,BEL,"2013.02.03","2013.02.03",
952,TCh-CZE Div1 Zapad 2012-13,Czech Republic,CZE,"2013.01.27","2013.01.27",
953,TCh-HUN 2012-13,Dunaharaszti,HUN,"2013.01.27","2013.01.27",
954,TCh-SWE Elite 2012-13,Malmo,SWE,"2012.10.05","2012.10.07",
955,ch-TUR 2013,Antalya,TUR,"2013.02.02","2013.02.04",
956,"17th Lienz Open 2013",Lienz,AUT,"2013.02.09","2013.02.11",
957,"18th HIT Open A 2013",Nova Gorica,SLO,"2013.01.30","2013.01.30",
958,"1st GRENKE Chess Classic",Baden-Baden,GER,"2013.02.07","2013.02.11",
959,"1st Maksym Yusupov Mem",Lviv,UKR,"2013.02.01","2013.02.05",
960,"35th Georgi Tringov Open",Plovdiv,BUL,"2013.02.03","2013.02.10",
961,"73rd Noteboom Mem",Leiden,NED,"2013.02.08","2013.02.10",
962,Asian Zonal 3.2 2013,Thulhiriya City,PHI,"2013.02.03","2013.02.07",
963,Asian Zonal 3.2 w 2013,Thulhiriya City,PHI,"2013.02.03","2013.02.07",
964,Bronshoj Long Weekend 2013,Copenhagen,DEN,"2013.02.08","2013.02.11",
965,Chess Classic ELO Open 2013,Baden-Baden,GER,"2013.02.07","2013.02.10",
966,FSFMA February 2013,Budapest,HUN,"2013.02.02","2013.02.09",
967,FSFMB February 2013,Budapest,HUN,"2013.02.02","2013.02.09",
968,FSGM February 2013,Budapest,HUN,"2013.02.02","2013.02.09",
969,FSIM February 2013,Budapest,HUN,"2013.02.02","2013.02.09",
970,Moscow Open A 2013,Moscow,RUS,"2013.02.05","2013.02.10",
971,Moscow Open B 2013,Moscow,RUS,"2013.02.05","2013.02.10",
972,Moscow Open F 2013,Moscow,RUS,"2013.02.03","2013.02.10",
973,Moscow Open G 2013,Moscow,RUS,"2013.02.03","2013.02.10",
974,TCh-CAT Div Hon 2013,Catalonia,ESP,"2013.01.19","2013.02.03",
975,TCh-CZE Div1 Vychod 2012-13,Czech Republic,CZE,"2013.01.27","2013.01.27",
976,TCh-CZE Div1 Zapad 2012-13,Czech Republic,CZE,"2013.02.10","2013.02.10",
977,TCh-LTU 2013,Vilnius,LTU,"2013.01.19","2013.02.10",
978,ch-BLR 2013,Minsk,BLR,"2013.01.22","2013.01.22",
979,ch-HUN U20 2013,Budapest,HUN,"2013.02.04","2013.02.07",
980,ch-HUN U20 g 2013,Budapest,HUN,"2013.02.04","2013.02.07",
981,ch-TUR 2013,Antalya,TUR,"2013.02.04","2013.02.09",
982,"17th Lienz Open 2013",Lienz,AUT,"2013.02.12","2013.02.16",
983,"1st GRENKE Chess Classic",Baden-Baden,GER,"2013.02.13","2013.02.17",
984,"2nd Santa Catarina Masters",Blumenau,BRA,"2013.02.11","2013.02.15",
985,"62nd ch-BUL w SF 2013",Plovdiv,BUL,"2013.02.11","2013.02.17",
986,"77th ch-BUL SF 2013",Plovdiv,BUL,"2013.02.11","2013.02.17",
987,Aeroflot Open Rapid Final,Moscow,RUS,"2013.02.16","2013.02.17",
988,Aeroflot Open Rapid KO,Moscow,RUS,"2013.02.15","2013.02.15",
989,Aeroflot Open Rapid Qualifier 2013,Moscow,RUS,"2013.02.12","2013.02.13",
990,Chess Classic ELO Open 2013,Baden-Baden,GER,"2013.02.11","2013.02.15",
991,FSFMA February 2013,Budapest,HUN,"2013.02.10","2013.02.11",
992,FSFMB February 2013,Budapest,HUN,"2013.02.10","2013.02.11",
993,FSGM February 2013,Budapest,HUN,"2013.02.09","2013.02.11",
994,FSIM February 2013,Budapest,HUN,"2013.02.02","2013.02.11",
995,I Montcada Closed,Montcada i Reixac,ESP,"2013.02.15","2013.02.17",
996,Iceland-China Friendly Match,Reykjavik,ISL,"2013.02.16","2013.02.17",
997,Novy Bor Open A 2013,Novy Bor,CZE,"2013.02.09","2013.02.16",
998,TCh-BEL 2012-13,Belgium,BEL,"2013.02.17","2013.02.17",
999,TCh-CAT Div Hon 2013,Catalonia,ESP,"2013.02.09","2013.02.09",
1000,TCh-CZE Div1 Vychod 2012-13,Czech Republic,CZE,"2013.01.27","2013.02.10",
1001,TCh-CZE Extraliga 2012-13,Czech Republic,CZE,"2012.11.03","2013.02.17",
1002,TCh-FIN SM 2012-13,Tampere,FIN,"2013.02.09","2013.02.10",
1003,TCh-FRA w TOP 12 2013,Archamps,FRA,"2013.02.15","2013.02.17",
1004,TCh-LTU 2013,Taujenai,LTU,"2013.02.09","2013.02.10",
1005,TCh-NED Meesterklasse 2012-13,Netherland,NED,"2013.01.18","2013.02.16",
1006,VI Karkonosze Open A,Karpacz,POL,"2013.02.16","2013.02.18",
1007,Vladimir Petrov Memorial,Jurmala,LAT,"2013.02.15","2013.02.17",
1008,ch-HUN U20 2013,Budapest,HUN,"2013.02.08","2013.02.10",
1009,ch-HUN U20 g 2013,Budapest,HUN,"2013.02.08","2013.02.10",
1010,ch-ROU 2013,Baile Olanesti,ROU,"2013.02.16","2013.02.18",
1011,ch-ROU w 2013,Baile Olanesti,ROU,"2013.02.16","2013.02.16",
1012,e2e4 Brighton Masters 2013,Brighton,ENG,"2013.02.16","2013.02.18",
1013,e2e4 Torquay Open,Torquay,ENG,"2013.02.08","2013.02.10",
1014,"29th Open",Cappelle la Grande,FRA,"2013.02.23","2013.02.25",
1015,"2nd Santa Catarina Masters",Blumenau,BRA,"2013.02.16","2013.02.17",
1016,"3rd Petropolis Open",Petropolis,BRA,"2013.02.22","2013.02.24",
1017,Bundesliga 2012-13,Bremen,GER,"2013.02.23","2013.02.24",
1018,I Montcada Closed,Montcada i Reixac,ESP,"2013.02.22","2013.02.24",
1019,Moscow Gov Cup A Rapid,Moscow,RUS,"2013.02.19","2013.02.20",
1020,Moscow Gov Cup A Rapid KO,Moscow,RUS,"2013.02.23","2013.02.23",
1021,Reykjavik Open 2013,Reykjavik,ISL,"2013.02.19","2013.02.25",
1022,TCh-CAT Div Hon 2013,Catalonia,ESP,"2013.02.16","2013.02.16",
1023,TCh-DEN XtraCon 2012-13,Denmark,DEN,"2013.01.27","2013.02.17",
1024,TCh-HUN 2012-13,Paks,HUN,"2013.02.17","2013.02.17",
1025,VI Karkonosze Open A,Karpacz,POL,"2013.02.16","2013.02.24",
1026,Zuerich Chess Challenge,Zuerich,SUI,"2013.02.23","2013.02.25",
